"cd","kw","coef_mix_shear"
0.00159599658,0.39345086,0.228
0.00162399652,0.39345086,0.228
0.00165199646,0.39345086,0.228
0.0016799964,0.39345086,0.228
0.0011199976,0.40260088,0.228
0.00114799754,0.40260088,0.228
0.00117599748,0.40260088,0.228
0.00120399742,0.40260088,0.228
0.00123199736,0.40260088,0.228
0.0012599973,0.40260088,0.228
0.00128799724,0.40260088,0.228
0.00131599718,0.40260088,0.228
0.00134399712,0.40260088,0.228
0.00137199706,0.40260088,0.228
0.001399997,0.40260088,0.228
0.00142799694,0.40260088,0.228
0.00145599688,0.40260088,0.228
0.00148399682,0.40260088,0.228
0.00151199676,0.40260088,0.228
0.0015399967,0.40260088,0.228
0.00156799664,0.40260088,0.228
0.00159599658,0.40260088,0.228
0.00162399652,0.40260088,0.228
0.00165199646,0.40260088,0.228
0.0016799964,0.40260088,0.228
0.0011199976,0.4117509,0.228
0.00114799754,0.4117509,0.228
0.00117599748,0.4117509,0.228
0.00120399742,0.4117509,0.228
0.00123199736,0.4117509,0.228
0.0012599973,0.4117509,0.228
0.00128799724,0.4117509,0.228
0.00131599718,0.4117509,0.228
0.00134399712,0.4117509,0.228
0.00137199706,0.4117509,0.228
0.001399997,0.4117509,0.228
0.00142799694,0.4117509,0.228
0.00145599688,0.4117509,0.228
0.00148399682,0.4117509,0.228
0.00151199676,0.4117509,0.228
0.0015399967,0.4117509,0.228
0.00156799664,0.4117509,0.228
0.00159599658,0.4117509,0.228
0.00162399652,0.4117509,0.228
0.00165199646,0.4117509,0.228
0.0016799964,0.4117509,0.228
0.0011199976,0.42090092,0.228
0.00114799754,0.42090092,0.228
0.00117599748,0.42090092,0.228
0.00120399742,0.42090092,0.228
0.00123199736,0.42090092,0.228
0.0012599973,0.42090092,0.228
0.00128799724,0.42090092,0.228
0.00131599718,0.42090092,0.228
0.00134399712,0.42090092,0.228
0.00137199706,0.42090092,0.228
0.001399997,0.42090092,0.228
0.00142799694,0.42090092,0.228
0.00145599688,0.42090092,0.228
0.00148399682,0.42090092,0.228
0.00151199676,0.42090092,0.228
0.0015399967,0.42090092,0.228
0.00156799664,0.42090092,0.228
0.00159599658,0.42090092,0.228
0.00162399652,0.42090092,0.228
0.00165199646,0.42090092,0.228
0.0016799964,0.42090092,0.228
0.0011199976,0.43005094,0.228
0.00114799754,0.43005094,0.228
0.00117599748,0.43005094,0.228
0.00120399742,0.43005094,0.228
0.00123199736,0.43005094,0.228
0.0012599973,0.43005094,0.228
0.00128799724,0.43005094,0.228
0.00131599718,0.43005094,0.228
0.00134399712,0.43005094,0.228
0.00137199706,0.43005094,0.228
0.001399997,0.43005094,0.228
0.00142799694,0.43005094,0.228
0.00145599688,0.43005094,0.228
0.00148399682,0.43005094,0.228
0.00151199676,0.43005094,0.228
0.0015399967,0.43005094,0.228
0.00156799664,0.43005094,0.228
0.00159599658,0.43005094,0.228
0.00162399652,0.43005094,0.228
0.00165199646,0.43005094,0.228
0.0016799964,0.43005094,0.228
0.0011199976,0.43920096,0.228
0.00114799754,0.43920096,0.228
0.00117599748,0.43920096,0.228
0.00120399742,0.43920096,0.228
0.00123199736,0.43920096,0.228
0.0012599973,0.43920096,0.228
0.00128799724,0.43920096,0.228
0.00131599718,0.43920096,0.228
0.00134399712,0.43920096,0.228
0.00137199706,0.43920096,0.228
0.001399997,0.43920096,0.228
0.00142799694,0.43920096,0.228
0.00145599688,0.43920096,0.228
0.00148399682,0.43920096,0.228
0.00151199676,0.43920096,0.228
0.0015399967,0.43920096,0.228
0.00156799664,0.43920096,0.228
0.00159599658,0.43920096,0.228
0.00162399652,0.43920096,0.228
0.00165199646,0.43920096,0.228
0.0016799964,0.43920096,0.228
0.0011199976,0.44835098,0.228
0.00114799754,0.44835098,0.228
0.00117599748,0.44835098,0.228
0.00120399742,0.44835098,0.228
0.00123199736,0.44835098,0.228
0.0012599973,0.44835098,0.228
0.00128799724,0.44835098,0.228
0.00131599718,0.44835098,0.228
0.00134399712,0.44835098,0.228
0.00137199706,0.44835098,0.228
0.001399997,0.44835098,0.228
0.00142799694,0.44835098,0.228
0.00145599688,0.44835098,0.228
0.00148399682,0.44835098,0.228
0.00151199676,0.44835098,0.228
0.0015399967,0.44835098,0.228
0.00156799664,0.44835098,0.228
0.00159599658,0.44835098,0.228
0.00162399652,0.44835098,0.228
0.00165199646,0.44835098,0.228
0.0016799964,0.44835098,0.228
0.0011199976,0.457501,0.228
0.00114799754,0.457501,0.228
0.00117599748,0.457501,0.228
0.00120399742,0.457501,0.228
0.00123199736,0.457501,0.228
0.0012599973,0.457501,0.228
0.00128799724,0.457501,0.228
0.00131599718,0.457501,0.228
0.00134399712,0.457501,0.228
0.00137199706,0.457501,0.228
0.001399997,0.457501,0.228
0.00142799694,0.457501,0.228
0.00145599688,0.457501,0.228
0.00148399682,0.457501,0.228
0.00151199676,0.457501,0.228
0.0015399967,0.457501,0.228
0.00156799664,0.457501,0.228
0.00159599658,0.457501,0.228
0.00162399652,0.457501,0.228
0.00165199646,0.457501,0.228
0.0016799964,0.457501,0.228
0.0011199976,0.46665102,0.228
0.00114799754,0.46665102,0.228
0.00117599748,0.46665102,0.228
0.00120399742,0.46665102,0.228
0.00123199736,0.46665102,0.228
0.0012599973,0.46665102,0.228
0.00128799724,0.46665102,0.228
0.00131599718,0.46665102,0.228
0.00134399712,0.46665102,0.228
0.00137199706,0.46665102,0.228
0.001399997,0.46665102,0.228
0.00142799694,0.46665102,0.228
0.00145599688,0.46665102,0.228
0.00148399682,0.46665102,0.228
0.00151199676,0.46665102,0.228
0.0015399967,0.46665102,0.228
0.00156799664,0.46665102,0.228
0.00159599658,0.46665102,0.228
0.00162399652,0.46665102,0.228
0.00165199646,0.46665102,0.228
0.0016799964,0.46665102,0.228
0.0011199976,0.47580104,0.228
0.00114799754,0.47580104,0.228
0.00117599748,0.47580104,0.228
0.00120399742,0.47580104,0.228
0.00123199736,0.47580104,0.228
0.0012599973,0.47580104,0.228
0.00128799724,0.47580104,0.228
0.00131599718,0.47580104,0.228
0.00134399712,0.47580104,0.228
0.00137199706,0.47580104,0.228
0.001399997,0.47580104,0.228
0.00142799694,0.47580104,0.228
0.00145599688,0.47580104,0.228
0.00148399682,0.47580104,0.228
0.00151199676,0.47580104,0.228
0.0015399967,0.47580104,0.228
0.00156799664,0.47580104,0.228
0.00159599658,0.47580104,0.228
0.00162399652,0.47580104,0.228
0.00165199646,0.47580104,0.228
0.0016799964,0.47580104,0.228
0.0011199976,0.48495106,0.228
0.00114799754,0.48495106,0.228
0.00117599748,0.48495106,0.228
0.00120399742,0.48495106,0.228
0.00123199736,0.48495106,0.228
0.0012599973,0.48495106,0.228
0.00128799724,0.48495106,0.228
0.00131599718,0.48495106,0.228
0.00134399712,0.48495106,0.228
0.00137199706,0.48495106,0.228
0.001399997,0.48495106,0.228
0.00142799694,0.48495106,0.228
0.00145599688,0.48495106,0.228
0.00148399682,0.48495106,0.228
0.00151199676,0.48495106,0.228
0.0015399967,0.48495106,0.228
0.00156799664,0.48495106,0.228
0.00159599658,0.48495106,0.228
0.00162399652,0.48495106,0.228
0.00165199646,0.48495106,0.228
0.0016799964,0.48495106,0.228
0.0011199976,0.49410108,0.228
0.00114799754,0.49410108,0.228
0.00117599748,0.49410108,0.228
0.00120399742,0.49410108,0.228
0.00123199736,0.49410108,0.228
0.0012599973,0.49410108,0.228
0.00128799724,0.49410108,0.228
0.00131599718,0.49410108,0.228
0.00134399712,0.49410108,0.228
0.00137199706,0.49410108,0.228
0.001399997,0.49410108,0.228
0.00142799694,0.49410108,0.228
0.00145599688,0.49410108,0.228
0.00148399682,0.49410108,0.228
0.00151199676,0.49410108,0.228
0.0015399967,0.49410108,0.228
0.00156799664,0.49410108,0.228
0.00159599658,0.49410108,0.228
0.00162399652,0.49410108,0.228
0.00165199646,0.49410108,0.228
0.0016799964,0.49410108,0.228
0.0011199976,0.5032511,0.228
0.00114799754,0.5032511,0.228
0.00117599748,0.5032511,0.228
0.00120399742,0.5032511,0.228
0.00123199736,0.5032511,0.228
0.0012599973,0.5032511,0.228
0.00128799724,0.5032511,0.228
0.00131599718,0.5032511,0.228
0.00134399712,0.5032511,0.228
0.00137199706,0.5032511,0.228
0.001399997,0.5032511,0.228
0.00142799694,0.5032511,0.228
0.00145599688,0.5032511,0.228
0.00148399682,0.5032511,0.228
0.00151199676,0.5032511,0.228
0.0015399967,0.5032511,0.228
0.00156799664,0.5032511,0.228
0.00159599658,0.5032511,0.228
0.00162399652,0.5032511,0.228
0.00165199646,0.5032511,0.228
0.0016799964,0.5032511,0.228
0.0011199976,0.51240112,0.228
0.00114799754,0.51240112,0.228
0.00117599748,0.51240112,0.228
0.00120399742,0.51240112,0.228
0.00123199736,0.51240112,0.228
0.0012599973,0.51240112,0.228
0.00128799724,0.51240112,0.228
0.00131599718,0.51240112,0.228
0.00134399712,0.51240112,0.228
0.00137199706,0.51240112,0.228
0.001399997,0.51240112,0.228
0.00142799694,0.51240112,0.228
0.00145599688,0.51240112,0.228
0.00148399682,0.51240112,0.228
0.00151199676,0.51240112,0.228
0.0015399967,0.51240112,0.228
0.00156799664,0.51240112,0.228
0.00159599658,0.51240112,0.228
0.00162399652,0.51240112,0.228
0.00165199646,0.51240112,0.228
0.0016799964,0.51240112,0.228
0.0011199976,0.52155114,0.228
0.00114799754,0.52155114,0.228
0.00117599748,0.52155114,0.228
0.00120399742,0.52155114,0.228
0.00123199736,0.52155114,0.228
0.0012599973,0.52155114,0.228
0.00128799724,0.52155114,0.228
0.00131599718,0.52155114,0.228
0.00134399712,0.52155114,0.228
0.00137199706,0.52155114,0.228
0.001399997,0.52155114,0.228
0.00142799694,0.52155114,0.228
0.00145599688,0.52155114,0.228
0.00148399682,0.52155114,0.228
0.00151199676,0.52155114,0.228
0.0015399967,0.52155114,0.228
0.00156799664,0.52155114,0.228
0.00159599658,0.52155114,0.228
0.00162399652,0.52155114,0.228
0.00165199646,0.52155114,0.228
0.0016799964,0.52155114,0.228
0.0011199976,0.53070116,0.228
0.00114799754,0.53070116,0.228
0.00117599748,0.53070116,0.228
0.00120399742,0.53070116,0.228
0.00123199736,0.53070116,0.228
0.0012599973,0.53070116,0.228
0.00128799724,0.53070116,0.228
0.00131599718,0.53070116,0.228
0.00134399712,0.53070116,0.228
0.00137199706,0.53070116,0.228
0.001399997,0.53070116,0.228
0.00142799694,0.53070116,0.228
0.00145599688,0.53070116,0.228
0.00148399682,0.53070116,0.228
0.00151199676,0.53070116,0.228
0.0015399967,0.53070116,0.228
0.00156799664,0.53070116,0.228
0.00159599658,0.53070116,0.228
0.00162399652,0.53070116,0.228
0.00165199646,0.53070116,0.228
0.0016799964,0.53070116,0.228
0.0011199976,0.53985118,0.228
0.00114799754,0.53985118,0.228
0.00117599748,0.53985118,0.228
0.00120399742,0.53985118,0.228
0.00123199736,0.53985118,0.228
0.0012599973,0.53985118,0.228
0.00128799724,0.53985118,0.228
0.00131599718,0.53985118,0.228
0.00134399712,0.53985118,0.228
0.00137199706,0.53985118,0.228
0.001399997,0.53985118,0.228
0.00142799694,0.53985118,0.228
0.00145599688,0.53985118,0.228
0.00148399682,0.53985118,0.228
0.00151199676,0.53985118,0.228
0.0015399967,0.53985118,0.228
0.00156799664,0.53985118,0.228
0.00159599658,0.53985118,0.228
0.00162399652,0.53985118,0.228
0.00165199646,0.53985118,0.228
0.0016799964,0.53985118,0.228
0.0011199976,0.5490012,0.228
0.00114799754,0.5490012,0.228
0.00117599748,0.5490012,0.228
0.00120399742,0.5490012,0.228
0.00123199736,0.5490012,0.228
0.0012599973,0.5490012,0.228
0.00128799724,0.5490012,0.228
0.00131599718,0.5490012,0.228
0.00134399712,0.5490012,0.228
0.00137199706,0.5490012,0.228
0.001399997,0.5490012,0.228
0.00142799694,0.5490012,0.228
0.00145599688,0.5490012,0.228
0.00148399682,0.5490012,0.228
0.00151199676,0.5490012,0.228
0.0015399967,0.5490012,0.228
0.00156799664,0.5490012,0.228
0.00159599658,0.5490012,0.228
0.00162399652,0.5490012,0.228
0.00165199646,0.5490012,0.228
0.0016799964,0.5490012,0.228
0.0011199976,0.3660008,0.232
0.00114799754,0.3660008,0.232
0.00117599748,0.3660008,0.232
0.00120399742,0.3660008,0.232
0.00123199736,0.3660008,0.232
0.0012599973,0.3660008,0.232
0.00128799724,0.3660008,0.232
0.00131599718,0.3660008,0.232
0.00134399712,0.3660008,0.232
0.00137199706,0.3660008,0.232
0.001399997,0.3660008,0.232
0.00142799694,0.3660008,0.232
0.00145599688,0.3660008,0.232
0.00148399682,0.3660008,0.232
0.00151199676,0.3660008,0.232
0.0015399967,0.3660008,0.232
0.00156799664,0.3660008,0.232
0.00159599658,0.3660008,0.232
0.00162399652,0.3660008,0.232
0.00165199646,0.3660008,0.232
0.0016799964,0.3660008,0.232
0.0011199976,0.37515082,0.232
0.00114799754,0.37515082,0.232
0.00117599748,0.37515082,0.232
0.00120399742,0.37515082,0.232
0.00123199736,0.37515082,0.232
0.0012599973,0.37515082,0.232
0.00128799724,0.37515082,0.232
0.00131599718,0.37515082,0.232
0.00134399712,0.37515082,0.232
0.00137199706,0.37515082,0.232
0.001399997,0.37515082,0.232
0.00142799694,0.37515082,0.232
0.00145599688,0.37515082,0.232
0.00148399682,0.37515082,0.232
0.00151199676,0.37515082,0.232
0.0015399967,0.37515082,0.232
0.00156799664,0.37515082,0.232
0.00159599658,0.37515082,0.232
0.00162399652,0.37515082,0.232
0.00165199646,0.37515082,0.232
0.0016799964,0.37515082,0.232
0.0011199976,0.38430084,0.232
0.00114799754,0.38430084,0.232
0.00117599748,0.38430084,0.232
0.00120399742,0.38430084,0.232
0.00123199736,0.38430084,0.232
0.0012599973,0.38430084,0.232
0.00128799724,0.38430084,0.232
0.00131599718,0.38430084,0.232
0.00134399712,0.38430084,0.232
0.00137199706,0.38430084,0.232
0.001399997,0.38430084,0.232
0.00142799694,0.38430084,0.232
0.00145599688,0.38430084,0.232
0.00148399682,0.38430084,0.232
0.00151199676,0.38430084,0.232
0.0015399967,0.38430084,0.232
0.00156799664,0.38430084,0.232
0.00159599658,0.38430084,0.232
0.00162399652,0.38430084,0.232
0.00165199646,0.38430084,0.232
0.0016799964,0.38430084,0.232
0.0011199976,0.39345086,0.232
0.00114799754,0.39345086,0.232
0.00117599748,0.39345086,0.232
0.00120399742,0.39345086,0.232
0.00123199736,0.39345086,0.232
0.0012599973,0.39345086,0.232
0.00128799724,0.39345086,0.232
0.00131599718,0.39345086,0.232
0.00134399712,0.39345086,0.232
0.00137199706,0.39345086,0.232
0.001399997,0.39345086,0.232
0.00142799694,0.39345086,0.232
0.00145599688,0.39345086,0.232
0.00148399682,0.39345086,0.232
0.00151199676,0.39345086,0.232
0.0015399967,0.39345086,0.232
0.00156799664,0.39345086,0.232
0.00159599658,0.39345086,0.232
0.00162399652,0.39345086,0.232
0.00165199646,0.39345086,0.232
0.0016799964,0.39345086,0.232
0.0011199976,0.40260088,0.232
0.00114799754,0.40260088,0.232
0.00117599748,0.40260088,0.232
0.00120399742,0.40260088,0.232
0.00123199736,0.40260088,0.232
0.0012599973,0.40260088,0.232
0.00128799724,0.40260088,0.232
0.00131599718,0.40260088,0.232
0.00134399712,0.40260088,0.232
0.00137199706,0.40260088,0.232
0.001399997,0.40260088,0.232
0.00142799694,0.40260088,0.232
0.00145599688,0.40260088,0.232
0.00148399682,0.40260088,0.232
0.00151199676,0.40260088,0.232
0.0015399967,0.40260088,0.232
0.00156799664,0.40260088,0.232
0.00159599658,0.40260088,0.232
0.00162399652,0.40260088,0.232
0.00165199646,0.40260088,0.232
0.0016799964,0.40260088,0.232
0.0011199976,0.4117509,0.232
0.00114799754,0.4117509,0.232
0.00117599748,0.4117509,0.232
0.00120399742,0.4117509,0.232
0.00123199736,0.4117509,0.232
0.0012599973,0.4117509,0.232
0.00128799724,0.4117509,0.232
0.00131599718,0.4117509,0.232
0.00134399712,0.4117509,0.232
0.00137199706,0.4117509,0.232
0.001399997,0.4117509,0.232
0.00142799694,0.4117509,0.232
0.00145599688,0.4117509,0.232
0.00148399682,0.4117509,0.232
0.00151199676,0.4117509,0.232
0.0015399967,0.4117509,0.232
0.00156799664,0.4117509,0.232
0.00159599658,0.4117509,0.232
0.00162399652,0.4117509,0.232
0.00165199646,0.4117509,0.232
0.0016799964,0.4117509,0.232
0.0011199976,0.42090092,0.232
0.00114799754,0.42090092,0.232
0.00117599748,0.42090092,0.232
0.00120399742,0.42090092,0.232
0.00123199736,0.42090092,0.232
0.0012599973,0.42090092,0.232
0.00128799724,0.42090092,0.232
0.00131599718,0.42090092,0.232
0.00134399712,0.42090092,0.232
0.00137199706,0.42090092,0.232
0.001399997,0.42090092,0.232
0.00142799694,0.42090092,0.232
0.00145599688,0.42090092,0.232
0.00148399682,0.42090092,0.232
0.00151199676,0.42090092,0.232
0.0015399967,0.42090092,0.232
0.00156799664,0.42090092,0.232
0.00159599658,0.42090092,0.232
0.00162399652,0.42090092,0.232
0.00165199646,0.42090092,0.232
0.0016799964,0.42090092,0.232
0.0011199976,0.43005094,0.232
0.00114799754,0.43005094,0.232
0.00117599748,0.43005094,0.232
0.00120399742,0.43005094,0.232
0.00123199736,0.43005094,0.232
0.0012599973,0.43005094,0.232
0.00128799724,0.43005094,0.232
0.00131599718,0.43005094,0.232
0.00134399712,0.43005094,0.232
0.00137199706,0.43005094,0.232
0.001399997,0.43005094,0.232
0.00142799694,0.43005094,0.232
0.00145599688,0.43005094,0.232
0.00148399682,0.43005094,0.232
0.00151199676,0.43005094,0.232
0.0015399967,0.43005094,0.232
0.00156799664,0.43005094,0.232
0.00159599658,0.43005094,0.232
0.00162399652,0.43005094,0.232
0.00165199646,0.43005094,0.232
0.0016799964,0.43005094,0.232
0.0011199976,0.43920096,0.232
0.00114799754,0.43920096,0.232
0.00117599748,0.43920096,0.232
0.00120399742,0.43920096,0.232
0.00123199736,0.43920096,0.232
0.0012599973,0.43920096,0.232
0.00128799724,0.43920096,0.232
0.00131599718,0.43920096,0.232
0.00134399712,0.43920096,0.232
0.00137199706,0.43920096,0.232
0.001399997,0.43920096,0.232
0.00142799694,0.43920096,0.232
0.00145599688,0.43920096,0.232
0.00148399682,0.43920096,0.232
0.00151199676,0.43920096,0.232
0.0015399967,0.43920096,0.232
0.00156799664,0.43920096,0.232
0.00159599658,0.43920096,0.232
0.00162399652,0.43920096,0.232
0.00165199646,0.43920096,0.232
0.0016799964,0.43920096,0.232
0.0011199976,0.44835098,0.232
0.00114799754,0.44835098,0.232
0.00117599748,0.44835098,0.232
0.00120399742,0.44835098,0.232
0.00123199736,0.44835098,0.232
0.0012599973,0.44835098,0.232
0.00128799724,0.44835098,0.232
0.00131599718,0.44835098,0.232
0.00134399712,0.44835098,0.232
0.00137199706,0.44835098,0.232
0.001399997,0.44835098,0.232
0.00142799694,0.44835098,0.232
0.00145599688,0.44835098,0.232
0.00148399682,0.44835098,0.232
0.00151199676,0.44835098,0.232
0.0015399967,0.44835098,0.232
0.00156799664,0.44835098,0.232
0.00159599658,0.44835098,0.232
0.00162399652,0.44835098,0.232
0.00165199646,0.44835098,0.232
0.0016799964,0.44835098,0.232
0.0011199976,0.457501,0.232
0.00114799754,0.457501,0.232
0.00117599748,0.457501,0.232
0.00120399742,0.457501,0.232
0.00123199736,0.457501,0.232
0.0012599973,0.457501,0.232
0.00128799724,0.457501,0.232
0.00131599718,0.457501,0.232
0.00134399712,0.457501,0.232
0.00137199706,0.457501,0.232
0.001399997,0.457501,0.232
0.00142799694,0.457501,0.232
0.00145599688,0.457501,0.232
0.00148399682,0.457501,0.232
0.00151199676,0.457501,0.232
0.0015399967,0.457501,0.232
0.00156799664,0.457501,0.232
0.00159599658,0.457501,0.232
0.00162399652,0.457501,0.232
0.00165199646,0.457501,0.232
0.0016799964,0.457501,0.232
0.0011199976,0.46665102,0.232
0.00114799754,0.46665102,0.232
0.00117599748,0.46665102,0.232
0.00120399742,0.46665102,0.232
0.00123199736,0.46665102,0.232
0.0012599973,0.46665102,0.232
0.00128799724,0.46665102,0.232
0.00131599718,0.46665102,0.232
0.00134399712,0.46665102,0.232
0.00137199706,0.46665102,0.232
0.001399997,0.46665102,0.232
0.00142799694,0.46665102,0.232
0.00145599688,0.46665102,0.232
0.00148399682,0.46665102,0.232
0.00151199676,0.46665102,0.232
0.0015399967,0.46665102,0.232
0.00156799664,0.46665102,0.232
0.00159599658,0.46665102,0.232
0.00162399652,0.46665102,0.232
0.00165199646,0.46665102,0.232
0.0016799964,0.46665102,0.232
0.0011199976,0.47580104,0.232
0.00114799754,0.47580104,0.232
0.00117599748,0.47580104,0.232
0.00120399742,0.47580104,0.232
0.00123199736,0.47580104,0.232
0.0012599973,0.47580104,0.232
0.00128799724,0.47580104,0.232
0.00131599718,0.47580104,0.232
0.00134399712,0.47580104,0.232
0.00137199706,0.47580104,0.232
0.001399997,0.47580104,0.232
0.00142799694,0.47580104,0.232
0.00145599688,0.47580104,0.232
0.00148399682,0.47580104,0.232
0.00151199676,0.47580104,0.232
0.0015399967,0.47580104,0.232
0.00156799664,0.47580104,0.232
0.00159599658,0.47580104,0.232
0.00162399652,0.47580104,0.232
0.00165199646,0.47580104,0.232
0.0016799964,0.47580104,0.232
0.0011199976,0.48495106,0.232
0.00114799754,0.48495106,0.232
0.00117599748,0.48495106,0.232
0.00120399742,0.48495106,0.232
0.00123199736,0.48495106,0.232
0.0012599973,0.48495106,0.232
0.00128799724,0.48495106,0.232
0.00131599718,0.48495106,0.232
0.00134399712,0.48495106,0.232
0.00137199706,0.48495106,0.232
0.001399997,0.48495106,0.232
0.00142799694,0.48495106,0.232
0.00145599688,0.48495106,0.232
0.00148399682,0.48495106,0.232
0.00151199676,0.48495106,0.232
0.0015399967,0.48495106,0.232
0.00156799664,0.48495106,0.232
0.00159599658,0.48495106,0.232
0.00162399652,0.48495106,0.232
0.00165199646,0.48495106,0.232
0.0016799964,0.48495106,0.232
0.0011199976,0.49410108,0.232
0.00114799754,0.49410108,0.232
0.00117599748,0.49410108,0.232
0.00120399742,0.49410108,0.232
0.00123199736,0.49410108,0.232
0.0012599973,0.49410108,0.232
0.00128799724,0.49410108,0.232
